id,DateTime,DateTimeUTC,driver,device,status,origin,state,malfunction,version,sequence,eventRecordStatus,eventCode,eventType,deferralStatus,deferralMinutes,isIgnored,eventCheckSum,isTransitioning
ahguh_SlOhkuTxT88Yy5R4Q,2024-05-22 11:19,2024-05-22 15:19:22.027000+00:00,b1E0,b484,OFF,Manual,Active,None,000000000072fad3,0000000000001475,1,1,1,None,0,FALSE,00000000000000be,FALSE
ayE1Qjq1DKUWKtki-pTfjfw,2024-05-22 17:35,2024-05-22 21:35:21.167000+00:00,b1E0,b484,OFF,Manual,Active,None,000000000072fb71,000000000000148a,1,1,1,None,0,FALSE,000000000000008e,FALSE
aX3iVGIACZUypcBDTm3eQ2g,2024-05-23 11:25,2024-05-23 15:25:31.147000+00:00,b1E0,b2B7,OFF,Manual,Active,None,00000000007347b3,0000000000004a35,1,1,1,None,0,FALSE,0000000000000006,FALSE
aba2snxogPkKXB7pD40-t5Q,2024-05-21 18:36,2024-05-21 22:36:37.763000+00:00,b1E2,NoDeviceId,OFF,Manual,Active,None,000000000072d9cf,000000000001fbaf,1,1,1,None,0,FALSE,00000000000000f0,FALSE
aQrTdLsWLCU6r1kp_3hNlzg,2024-05-22 11:53,2024-05-22 15:53:45.040000+00:00,b1E2,b32B,OFF,Manual,Active,None,000000000072f4c9,0000000000003744,1,1,1,None,0,FALSE,000000000000001e,FALSE
a4QCFGGlpa0eePkfmNAMF_Q,2024-05-22 17:40,2024-05-22 21:40:17.127000+00:00,b1E2,NoDeviceId,OFF,Manual,Active,None,000000000072fb1a,000000000001fcf0,1,1,1,None,0,FALSE,0000000000000039,FALSE
a7HVK-gp1_0SxOGqCiEV0GA,2024-05-21 15:55,2024-05-21 19:55:07.690000+00:00,b1E3,NoDeviceId,OFF,Manual,Active,None,000000000072aa2f,000000000001fb7d,1,1,1,None,0,FALSE,0000000000000041,FALSE
a6dJQAzxKQ0S7UJHWYf9zXA,2024-05-22 18:59,2024-05-22 22:59:17.003000+00:00,b1E3,NoDeviceId,OFF,Manual,Active,None,000000000072fd11,000000000001fd11,1,1,1,None,0,FALSE,0000000000000041,FALSE
ac2x9GRsHS0CdHlvQOdDSZg,2024-05-21 17:27,2024-05-21 21:27:31.940000+00:00,b1E6,b36C,OFF,Manual,Active,None,000000000072d4bc,00000000000026a1,1,1,1,None,0,FALSE,0000000000000026,FALSE
aZX_1QOZef0iLh4U7rCRy9A,2024-05-22 10:52,2024-05-22 14:52:37.807000+00:00,b1E6,b466,OFF,Manual,Active,None,000000000072f1c6,0000000000001e5a,1,1,1,None,0,FALSE,000000000000007e,FALSE
aDyFlYT4YlEO7zUP1fBffRw,2024-05-22 16:15,2024-05-22 20:15:54.527000+00:00,b1E8,NoDeviceId,OFF,Manual,Active,None,000000000072fa4f,000000000001fcc8,1,1,1,None,0,FALSE,00000000000000f0,FALSE
ayJRonVm0T0O5VW54E0bwQw,2024-05-23 8:50,2024-05-23 12:50:31.437000+00:00,b1E8,b485,OFF,Manual,Active,None,0000000000733c64,00000000000010e9,1,1,1,None,0,FALSE,000000000000004e,FALSE
a69UoH1WAb02BLTFn5mAaHg,2024-05-21 15:40,2024-05-21 19:40:17.933000+00:00,b1ED,b31A,OFF,Manual,Active,None,000000000072daf8,0000000000004073,1,1,1,None,0,FALSE,000000000000008d,FALSE
aQhCdl3omu0WAZIPAUlFqNA,2024-05-22 16:21,2024-05-22 20:21:08.557000+00:00,b1ED,b31A,OFF,Manual,Active,None,000000000072f986,00000000000040a8,1,1,1,None,0,FALSE,00000000000000cd,FALSE
aOi2b3RxCykuZ9OlbQy8XcA,2024-05-21 22:00,2024-05-22 02:00:55.013000+00:00,b1F0,b1E,OFF,Manual,Active,None,00000000007304a5,0000000000007f6b,1,1,1,None,0,FALSE,00000000000000b6,FALSE
aigFFDP01L0iAbmNexP-L9g,2024-05-22 4:42,2024-05-22 08:42:35.825000+00:00,b1F0,b1E,OFF,Manual,Active,None,00000000007304ad,0000000000007f7f,1,1,1,None,0,FALSE,0000000000000006,FALSE
aNHJkEpwLO0aZwxufF24JPg,2024-05-22 23:29,2024-05-23 03:29:26.060000+00:00,b1F0,b1E,OFF,Manual,Active,None,0000000000731645,0000000000007fa1,1,1,1,None,0,FALSE,000000000000000e,FALSE
aRfAErR11k06N-6uVGlYMww,2024-05-21 14:39,2024-05-21 18:39:27.100000+00:00,b1F3,NoDeviceId,OFF,Manual,Active,None,000000000072a8c7,000000000001fb73,1,1,1,None,0,FALSE,00000000000000b0,FALSE
aJpY7ZH8vo0Oo2J-sAc36YQ,2024-05-22 14:17,2024-05-22 18:17:50.843000+00:00,b1F3,NoDeviceId,OFF,Manual,Active,None,000000000072f6a3,000000000001fc9c,1,1,1,None,0,FALSE,00000000000000f8,FALSE
a9Xl5q4C0h0WtwdCtQludgQ,2024-05-22 4:18,2024-05-22 08:18:53.470000+00:00,b1FD,NoDeviceId,OFF,Manual,Active,None,000000000072d6ce,000000000001fc0a,1,1,1,None,0,FALSE,0000000000000020,FALSE
atR2cf45ahUSxrHrzF4G7ww,2024-05-23 3:57,2024-05-23 07:57:40.147000+00:00,b1FD,b13,OFF,Manual,Active,None,000000000073272a,0000000000005ebe,1,1,1,None,0,FALSE,0000000000000026,FALSE
